Urun_ID,Ana_Kategori,Alt_Kategori,Marka,Model,Fiyat_TL,Kaynak_Site,Segment,Kullanim_Amaci,Ozellikler,Enerji_Sinifi,Renk,Garanti_Ay,Puan,Yorum_Sayisi,Stok_Durumu,Elektrikli_Mi,Fiyat_Guncelleme_Tarihi,Fiyat_Notu,Akakce_Arama_Link,Hepsiburada_Arama_Link,Amazon_Arama_Link,Teknosa_Arama_Link,Vatan_Arama_Link,Topluluk_Puani,Populerlik
EV-00755,Süpürgeler,Toz Torbasız Süpürge,Beko,Beko Toz Torbasız Süpürge BEK-TOZ-0755,21750,Hepsiburada,Giriş,Günlük Kullanım,"713 W motor, Yıkanabilir filtre, Kablosuz",A++,Gri,24,58,1161,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Beko+Toz+Torbas%C4%B1z+S%C3%BCp%C3%BCrge+BEK-TOZ-0755,https://www.hepsiburada.com/ara?q=Beko+Toz+Torbas%C4%B1z+S%C3%BCp%C3%BCrge+BEK-TOZ-0755,https://www.amazon.com.tr/s?k=Beko+Toz+Torbas%C4%B1z+S%C3%BCp%C3%BCrge+BEK-TOZ-0755,https://www.teknosa.com/arama/?s=Beko+Toz+Torbas%C4%B1z+S%C3%BCp%C3%BCrge+BEK-TOZ-0755,https://www.vatanbilgisayar.com/arama/Beko+Toz+Torbas%C4%B1z+S%C3%BCp%C3%BCrge+BEK-TOZ-0755,58,Yüksek
EV-00756,Akıllı Ev Sistemleri,Akıllı Kamera,Reolink,Reolink Akıllı Kamera REO-AKI-0756,12500,Trendyol,Orta,Akıllı Ev,"Wi-Fi/Bluetooth, mobil uygulama, Alexa uyumlu",A++,Inox,24,59,6998,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Reolink+Ak%C4%B1ll%C4%B1+Kamera+REO-AKI-0756,https://www.hepsiburada.com/ara?q=Reolink+Ak%C4%B1ll%C4%B1+Kamera+REO-AKI-0756,https://www.amazon.com.tr/s?k=Reolink+Ak%C4%B1ll%C4%B1+Kamera+REO-AKI-0756,https://www.teknosa.com/arama/?s=Reolink+Ak%C4%B1ll%C4%B1+Kamera+REO-AKI-0756,https://www.vatanbilgisayar.com/arama/Reolink+Ak%C4%B1ll%C4%B1+Kamera+REO-AKI-0756,59,Yüksek
EV-00757,Süpürgeler,Toz Torbasız Süpürge,Fakir,Fakir Toz Torbasız Süpürge FAK-TOZ-0757,9600,Teknosa,Üst,Günlük Kullanım,"1613 W motor, Siklon filtre, Kablosuz",A+,Mor,36,55,10428,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fakir+Toz+Torbas%C4%B1z+S%C3%BCp%C3%BCrge+FAK-TOZ-0757,https://www.hepsiburada.com/ara?q=Fakir+Toz+Torbas%C4%B1z+S%C3%BCp%C3%BCrge+FAK-TOZ-0757,https://www.amazon.com.tr/s?k=Fakir+Toz+Torbas%C4%B1z+S%C3%BCp%C3%BCrge+FAK-TOZ-0757,https://www.teknosa.com/arama/?s=Fakir+Toz+Torbas%C4%B1z+S%C3%BCp%C3%BCrge+FAK-TOZ-0757,https://www.vatanbilgisayar.com/arama/Fakir+Toz+Torbas%C4%B1z+S%C3%BCp%C3%BCrge+FAK-TOZ-0757,55,Yüksek
EV-00758,Hava Nemlendirici & Temizleyiciler,Hava Temizleyici,Levoit,Levoit Hava Temizleyici LEV-HAV-0758,30250,Vatan Bilgisayar,Fiyat/Performans,Alerji,"Aktif karbon filtre, 21 m² etki alanı",Belirtilmemiş,Mor,36,60,12472,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Levoit+Hava+Temizleyici+LEV-HAV-0758,https://www.hepsiburada.com/ara?q=Levoit+Hava+Temizleyici+LEV-HAV-0758,https://www.amazon.com.tr/s?k=Levoit+Hava+Temizleyici+LEV-HAV-0758,https://www.teknosa.com/arama/?s=Levoit+Hava+Temizleyici+LEV-HAV-0758,https://www.vatanbilgisayar.com/arama/Levoit+Hava+Temizleyici+LEV-HAV-0758,60,Orta
EV-00759,Mutfak,Meyve Sıkacağı,Karaca,Karaca Meyve Sıkacağı KAR-MEY-0759,8700,Vatan Bilgisayar,Orta,Ev Kullanımı,"1349 W, çelik bıçak",A,Krem,36,59,4230,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Karaca+Meyve+S%C4%B1kaca%C4%9F%C4%B1+KAR-MEY-0759,https://www.hepsiburada.com/ara?q=Karaca+Meyve+S%C4%B1kaca%C4%9F%C4%B1+KAR-MEY-0759,https://www.amazon.com.tr/s?k=Karaca+Meyve+S%C4%B1kaca%C4%9F%C4%B1+KAR-MEY-0759,https://www.teknosa.com/arama/?s=Karaca+Meyve+S%C4%B1kaca%C4%9F%C4%B1+KAR-MEY-0759,https://www.vatanbilgisayar.com/arama/Karaca+Meyve+S%C4%B1kaca%C4%9F%C4%B1+KAR-MEY-0759,59,Orta
EV-00760,İçecek Hazırlama,Kapsüllü Kahve Makinesi,Krups,Krups Kapsüllü Kahve Makinesi KRU-KAP-0760,6400,Trendyol,Premium,Günlük Kullanım,"826 W, çelik gövde",C,Lacivert,36,46,3121,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Krups+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+KRU-KAP-0760,https://www.hepsiburada.com/ara?q=Krups+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+KRU-KAP-0760,https://www.amazon.com.tr/s?k=Krups+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+KRU-KAP-0760,https://www.teknosa.com/arama/?s=Krups+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+KRU-KAP-0760,https://www.vatanbilgisayar.com/arama/Krups+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+KRU-KAP-0760,46,Yüksek
EV-00761,Isıtma & Soğutma,Vantilatör,Vantil,Vantil Vantilatör VAN-VAN-0761,5700,MediaMarkt,Premium,Günlük Kullanım,"1237 W, günlük kullanıma uygun, kompakt tasarım",A+++,Beyaz,36,49,9653,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Vantil+Vantilat%C3%B6r+VAN-VAN-0761,https://www.hepsiburada.com/ara?q=Vantil+Vantilat%C3%B6r+VAN-VAN-0761,https://www.amazon.com.tr/s?k=Vantil+Vantilat%C3%B6r+VAN-VAN-0761,https://www.teknosa.com/arama/?s=Vantil+Vantilat%C3%B6r+VAN-VAN-0761,https://www.vatanbilgisayar.com/arama/Vantil+Vantilat%C3%B6r+VAN-VAN-0761,49,Yüksek
EV-00762,Süpürgeler,Halı Yıkama Makinesi,Bissell,Bissell Halı Yıkama Makinesi BIS-HAL-0762,34000,n11,Üst,Ev Kullanımı,"1443 W, günlük kullanıma uygun, kompakt tasarım",C,Turuncu,24,59,11848,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bissell+Hal%C4%B1+Y%C4%B1kama+Makinesi+BIS-HAL-0762,https://www.hepsiburada.com/ara?q=Bissell+Hal%C4%B1+Y%C4%B1kama+Makinesi+BIS-HAL-0762,https://www.amazon.com.tr/s?k=Bissell+Hal%C4%B1+Y%C4%B1kama+Makinesi+BIS-HAL-0762,https://www.teknosa.com/arama/?s=Bissell+Hal%C4%B1+Y%C4%B1kama+Makinesi+BIS-HAL-0762,https://www.vatanbilgisayar.com/arama/Bissell+Hal%C4%B1+Y%C4%B1kama+Makinesi+BIS-HAL-0762,59,Yüksek
EV-00763,Evcil Hayvan Ürünleri,Otomatik Mama Kabı,Trixie,Trixie Otomatik Mama Kabı TRI-OTO-0763,12400,Trendyol,Orta,Pratik Kullanım,"1847 W, günlük kullanıma uygun, kompakt tasarım",C,Siyah,24,59,5936,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Trixie+Otomatik+Mama+Kab%C4%B1+TRI-OTO-0763,https://www.hepsiburada.com/ara?q=Trixie+Otomatik+Mama+Kab%C4%B1+TRI-OTO-0763,https://www.amazon.com.tr/s?k=Trixie+Otomatik+Mama+Kab%C4%B1+TRI-OTO-0763,https://www.teknosa.com/arama/?s=Trixie+Otomatik+Mama+Kab%C4%B1+TRI-OTO-0763,https://www.vatanbilgisayar.com/arama/Trixie+Otomatik+Mama+Kab%C4%B1+TRI-OTO-0763,59,Yüksek
EV-00764,Akıllı Ev Sistemleri,Akıllı Kapı Zili,Tapo,Tapo Akıllı Kapı Zili TAP-AKI-0764,11300,Teknosa,Orta,Pratik Kullanım,"Wi-Fi/Bluetooth, mobil uygulama, Google Assistant uyumlu",A+++,Beyaz,24,55,9490,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Tapo+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+TAP-AKI-0764,https://www.hepsiburada.com/ara?q=Tapo+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+TAP-AKI-0764,https://www.amazon.com.tr/s?k=Tapo+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+TAP-AKI-0764,https://www.teknosa.com/arama/?s=Tapo+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+TAP-AKI-0764,https://www.vatanbilgisayar.com/arama/Tapo+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+TAP-AKI-0764,55,Orta
EV-00765,Isıtma & Soğutma,Klima,Mitsubishi,Mitsubishi Klima MIT-KLI-0765,85000,MediaMarkt,Orta,Isıtma,"18000 BTU, inverter, Wi-Fi yok",B,Krem,36,66,7008,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Mitsubishi+Klima+MIT-KLI-0765,https://www.hepsiburada.com/ara?q=Mitsubishi+Klima+MIT-KLI-0765,https://www.amazon.com.tr/s?k=Mitsubishi+Klima+MIT-KLI-0765,https://www.teknosa.com/arama/?s=Mitsubishi+Klima+MIT-KLI-0765,https://www.vatanbilgisayar.com/arama/Mitsubishi+Klima+MIT-KLI-0765,66,Yüksek
EV-00766,İçecek Hazırlama,Su Isıtıcı & Kettle,Tefal,Tefal Su Isıtıcı & Kettle TEF-SU -0766,5300,n11,Üst,Günlük Kullanım,"1615 W, çelik gövde",A+,Siyah,24,47,12282,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Tefal+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+TEF-SU+-0766,https://www.hepsiburada.com/ara?q=Tefal+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+TEF-SU+-0766,https://www.amazon.com.tr/s?k=Tefal+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+TEF-SU+-0766,https://www.teknosa.com/arama/?s=Tefal+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+TEF-SU+-0766,https://www.vatanbilgisayar.com/arama/Tefal+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+TEF-SU+-0766,47,Yüksek
EV-00767,İçecek Hazırlama,Kahve Makinesi,Philips,Philips Kahve Makinesi PHI-KAH-0767,2200,Vatan Bilgisayar,Premium,Pratik Kullanım,"1682 W, otomatik kapanma",A++,Lacivert,24,67,4739,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Philips+Kahve+Makinesi+PHI-KAH-0767,https://www.hepsiburada.com/ara?q=Philips+Kahve+Makinesi+PHI-KAH-0767,https://www.amazon.com.tr/s?k=Philips+Kahve+Makinesi+PHI-KAH-0767,https://www.teknosa.com/arama/?s=Philips+Kahve+Makinesi+PHI-KAH-0767,https://www.vatanbilgisayar.com/arama/Philips+Kahve+Makinesi+PHI-KAH-0767,67,Çok Yüksek
EV-00768,Süpürgeler,Halı Yıkama Makinesi,Bissell,Bissell Halı Yıkama Makinesi BIS-HAL-0768,9300,Hepsiburada,Fiyat/Performans,Günlük Kullanım,"811 W, günlük kullanıma uygun, kompakt tasarım",A+++,Gri,24,58,3497,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bissell+Hal%C4%B1+Y%C4%B1kama+Makinesi+BIS-HAL-0768,https://www.hepsiburada.com/ara?q=Bissell+Hal%C4%B1+Y%C4%B1kama+Makinesi+BIS-HAL-0768,https://www.amazon.com.tr/s?k=Bissell+Hal%C4%B1+Y%C4%B1kama+Makinesi+BIS-HAL-0768,https://www.teknosa.com/arama/?s=Bissell+Hal%C4%B1+Y%C4%B1kama+Makinesi+BIS-HAL-0768,https://www.vatanbilgisayar.com/arama/Bissell+Hal%C4%B1+Y%C4%B1kama+Makinesi+BIS-HAL-0768,58,Orta
EV-00769,Isıtma & Soğutma,Vantilatör,Vantil,Vantil Vantilatör VAN-VAN-0769,9600,Hepsiburada,Fiyat/Performans,Günlük Kullanım,"1000 W, günlük kullanıma uygun, kompakt tasarım",A+++,Mor,24,59,2736,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Vantil+Vantilat%C3%B6r+VAN-VAN-0769,https://www.hepsiburada.com/ara?q=Vantil+Vantilat%C3%B6r+VAN-VAN-0769,https://www.amazon.com.tr/s?k=Vantil+Vantilat%C3%B6r+VAN-VAN-0769,https://www.teknosa.com/arama/?s=Vantil+Vantilat%C3%B6r+VAN-VAN-0769,https://www.vatanbilgisayar.com/arama/Vantil+Vantilat%C3%B6r+VAN-VAN-0769,59,Orta
EV-00770,İçecek Hazırlama,Kapsüllü Kahve Makinesi,Krups,Krups Kapsüllü Kahve Makinesi KRU-KAP-0770,3150,Trendyol,Fiyat/Performans,Günlük Kullanım,"819 W, otomatik kapanma",A+,Siyah,12,47,11038,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Krups+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+KRU-KAP-0770,https://www.hepsiburada.com/ara?q=Krups+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+KRU-KAP-0770,https://www.amazon.com.tr/s?k=Krups+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+KRU-KAP-0770,https://www.teknosa.com/arama/?s=Krups+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+KRU-KAP-0770,https://www.vatanbilgisayar.com/arama/Krups+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+KRU-KAP-0770,47,Orta
EV-00771,İçecek Hazırlama,Su Isıtıcı & Kettle,Arzum,Arzum Su Isıtıcı & Kettle ARZ-SU -0771,3800,MediaMarkt,Giriş,Ev Kullanımı,"1795 W, ısı ayarı",Belirtilmemiş,Lacivert,12,49,12489,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+ARZ-SU+-0771,https://www.hepsiburada.com/ara?q=Arzum+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+ARZ-SU+-0771,https://www.amazon.com.tr/s?k=Arzum+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+ARZ-SU+-0771,https://www.teknosa.com/arama/?s=Arzum+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+ARZ-SU+-0771,https://www.vatanbilgisayar.com/arama/Arzum+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+ARZ-SU+-0771,49,Orta
EV-00772,Mutfak,Dondurma Makinesi,Arzum,Arzum Dondurma Makinesi ARZ-DON-0772,22000,Teknosa,Üst,Pratik Kullanım,"1216 W, günlük kullanıma uygun, kompakt tasarım",A,Siyah,24,62,5933,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Dondurma+Makinesi+ARZ-DON-0772,https://www.hepsiburada.com/ara?q=Arzum+Dondurma+Makinesi+ARZ-DON-0772,https://www.amazon.com.tr/s?k=Arzum+Dondurma+Makinesi+ARZ-DON-0772,https://www.teknosa.com/arama/?s=Arzum+Dondurma+Makinesi+ARZ-DON-0772,https://www.vatanbilgisayar.com/arama/Arzum+Dondurma+Makinesi+ARZ-DON-0772,62,Yüksek
EV-00773,İçecek Hazırlama,Su Isıtıcı & Kettle,Philips,Philips Su Isıtıcı & Kettle PHI-SU -0773,4000,Amazon Türkiye,Premium,Günlük Kullanım,"2032 W, otomatik kapanma",Belirtilmemiş,Krem,24,65,2290,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Philips+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+PHI-SU+-0773,https://www.hepsiburada.com/ara?q=Philips+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+PHI-SU+-0773,https://www.amazon.com.tr/s?k=Philips+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+PHI-SU+-0773,https://www.teknosa.com/arama/?s=Philips+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+PHI-SU+-0773,https://www.vatanbilgisayar.com/arama/Philips+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+PHI-SU+-0773,65,Çok Yüksek
EV-00774,Isıtma & Soğutma,Şofben & Termosifon,Demirdöküm,Demirdöküm Şofben & Termosifon DEM-ŞOF-0774,21750,Vatan Bilgisayar,Premium,Günlük Kullanım,"1706 W, günlük kullanıma uygun, kompakt tasarım",Belirtilmemiş,Lacivert,24,63,3094,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Demird%C3%B6k%C3%BCm+%C5%9Eofben+%26+Termosifon+DEM-%C5%9EOF-0774,https://www.hepsiburada.com/ara?q=Demird%C3%B6k%C3%BCm+%C5%9Eofben+%26+Termosifon+DEM-%C5%9EOF-0774,https://www.amazon.com.tr/s?k=Demird%C3%B6k%C3%BCm+%C5%9Eofben+%26+Termosifon+DEM-%C5%9EOF-0774,https://www.teknosa.com/arama/?s=Demird%C3%B6k%C3%BCm+%C5%9Eofben+%26+Termosifon+DEM-%C5%9EOF-0774,https://www.vatanbilgisayar.com/arama/Demird%C3%B6k%C3%BCm+%C5%9Eofben+%26+Termosifon+DEM-%C5%9EOF-0774,63,Yüksek
EV-00775,İçecek Hazırlama,Türk Kahve Makinesi,Korkmaz,Korkmaz Türk Kahve Makinesi KOR-TÜR-0775,5800,Amazon Türkiye,Üst,Ev Kullanımı,"1619 W, çelik gövde",B,Beyaz,24,54,9956,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Korkmaz+T%C3%BCrk+Kahve+Makinesi+KOR-T%C3%9CR-0775,https://www.hepsiburada.com/ara?q=Korkmaz+T%C3%BCrk+Kahve+Makinesi+KOR-T%C3%9CR-0775,https://www.amazon.com.tr/s?k=Korkmaz+T%C3%BCrk+Kahve+Makinesi+KOR-T%C3%9CR-0775,https://www.teknosa.com/arama/?s=Korkmaz+T%C3%BCrk+Kahve+Makinesi+KOR-T%C3%9CR-0775,https://www.vatanbilgisayar.com/arama/Korkmaz+T%C3%BCrk+Kahve+Makinesi+KOR-T%C3%9CR-0775,54,Yüksek
EV-00776,Hava Nemlendirici & Temizleyiciler,Hava Temizleyici,Vestel,Vestel Hava Temizleyici VES-HAV-0776,9500,Teknosa,Premium,Alerji,"UV-C filtre, 76 m² etki alanı",B,Siyah,24,53,11679,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Vestel+Hava+Temizleyici+VES-HAV-0776,https://www.hepsiburada.com/ara?q=Vestel+Hava+Temizleyici+VES-HAV-0776,https://www.amazon.com.tr/s?k=Vestel+Hava+Temizleyici+VES-HAV-0776,https://www.teknosa.com/arama/?s=Vestel+Hava+Temizleyici+VES-HAV-0776,https://www.vatanbilgisayar.com/arama/Vestel+Hava+Temizleyici+VES-HAV-0776,53,Yüksek
EV-00777,İçecek Hazırlama,Çay Makinesi,Karaca,Karaca Çay Makinesi KAR-ÇAY-0777,5100,n11,Fiyat/Performans,Günlük Kullanım,"1787 W, çelik gövde",B,Inox,24,52,7326,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Karaca+%C3%87ay+Makinesi+KAR-%C3%87AY-0777,https://www.hepsiburada.com/ara?q=Karaca+%C3%87ay+Makinesi+KAR-%C3%87AY-0777,https://www.amazon.com.tr/s?k=Karaca+%C3%87ay+Makinesi+KAR-%C3%87AY-0777,https://www.teknosa.com/arama/?s=Karaca+%C3%87ay+Makinesi+KAR-%C3%87AY-0777,https://www.vatanbilgisayar.com/arama/Karaca+%C3%87ay+Makinesi+KAR-%C3%87AY-0777,52,Orta
EV-00778,Süpürgeler,Toz Torbalı Süpürge,Electrolux,Electrolux Toz Torbalı Süpürge ELE-TOZ-0778,4400,MediaMarkt,Giriş,Günlük Kullanım,"1837 W motor, Siklon filtre, Kablolu",A++,Krem,36,44,493,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Electrolux+Toz+Torbal%C4%B1+S%C3%BCp%C3%BCrge+ELE-TOZ-0778,https://www.hepsiburada.com/ara?q=Electrolux+Toz+Torbal%C4%B1+S%C3%BCp%C3%BCrge+ELE-TOZ-0778,https://www.amazon.com.tr/s?k=Electrolux+Toz+Torbal%C4%B1+S%C3%BCp%C3%BCrge+ELE-TOZ-0778,https://www.teknosa.com/arama/?s=Electrolux+Toz+Torbal%C4%B1+S%C3%BCp%C3%BCrge+ELE-TOZ-0778,https://www.vatanbilgisayar.com/arama/Electrolux+Toz+Torbal%C4%B1+S%C3%BCp%C3%BCrge+ELE-TOZ-0778,44,Orta
EV-00779,Evcil Hayvan Ürünleri,Akıllı Su Pınarı,Petkit,Petkit Akıllı Su Pınarı PET-AKI-0779,8100,Hepsiburada,Premium,Günlük Kullanım,"Wi-Fi/Bluetooth, mobil uygulama, Siri Shortcuts uyumlu",Belirtilmemiş,Beyaz,24,58,5467,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Petkit+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+PET-AKI-0779,https://www.hepsiburada.com/ara?q=Petkit+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+PET-AKI-0779,https://www.amazon.com.tr/s?k=Petkit+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+PET-AKI-0779,https://www.teknosa.com/arama/?s=Petkit+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+PET-AKI-0779,https://www.vatanbilgisayar.com/arama/Petkit+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+PET-AKI-0779,58,Yüksek
EV-00780,Ütüler,Buharlı Dikey Ütü,Xiaomi,Xiaomi Buharlı Dikey Ütü XIA-BUH-0780,14500,Trendyol,Orta,Günlük Kullanım,"2314 W, 57 g/dk buhar, kireç önleme",A+,Inox,24,60,4782,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Xiaomi+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+XIA-BUH-0780,https://www.hepsiburada.com/ara?q=Xiaomi+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+XIA-BUH-0780,https://www.amazon.com.tr/s?k=Xiaomi+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+XIA-BUH-0780,https://www.teknosa.com/arama/?s=Xiaomi+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+XIA-BUH-0780,https://www.vatanbilgisayar.com/arama/Xiaomi+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+XIA-BUH-0780,60,Yüksek
EV-00781,Süpürgeler,Dikey Süpürge,Bosch,Bosch Dikey Süpürge BOS-DIK-0781,24500,Vatan Bilgisayar,Premium,Hızlı Temizlik,"2916 W motor, Yıkanabilir filtre, Kablosuz",Belirtilmemiş,Mor,36,81,5107,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0781,https://www.hepsiburada.com/ara?q=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0781,https://www.amazon.com.tr/s?k=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0781,https://www.teknosa.com/arama/?s=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0781,https://www.vatanbilgisayar.com/arama/Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0781,81,Çok Yüksek
EV-00782,Ütüler,Buhar Kazanlı Ütü,Tefal,Tefal Buhar Kazanlı Ütü TEF-BUH-0782,20000,Vatan Bilgisayar,Fiyat/Performans,Günlük Kullanım,"2751 W, 152 g/dk buhar, kireç önleme",A+,Gri,24,55,6491,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Tefal+Buhar+Kazanl%C4%B1+%C3%9Ct%C3%BC+TEF-BUH-0782,https://www.hepsiburada.com/ara?q=Tefal+Buhar+Kazanl%C4%B1+%C3%9Ct%C3%BC+TEF-BUH-0782,https://www.amazon.com.tr/s?k=Tefal+Buhar+Kazanl%C4%B1+%C3%9Ct%C3%BC+TEF-BUH-0782,https://www.teknosa.com/arama/?s=Tefal+Buhar+Kazanl%C4%B1+%C3%9Ct%C3%BC+TEF-BUH-0782,https://www.vatanbilgisayar.com/arama/Tefal+Buhar+Kazanl%C4%B1+%C3%9Ct%C3%BC+TEF-BUH-0782,55,Orta
